datetime,code,open,close,high,low,vol,amount
2017-03-24 13:50:00,000300,3473.05,3471.75,3473.05,3471.42,186137.52,1861378048.0
2017-03-24 13:45:00,000300,3475.0,3472.67,3475.0,3472.36,198455.04,1984552960.0
2017-03-24 13:40:00,000300,3472.75,3474.88,3476.01,3472.75,327642.84,3276431360.0
2017-03-24 13:35:00,000300,3468.82,3473.53,3473.53,3468.7,268856.24,2688565248.0
2017-03-24 13:30:00,000300,3467.31,3469.11,3469.48,3467.31,222526.4,2225266688.0
2017-03-24 13:25:00,000300,3464.68,3466.93,3466.93,3464.15,199057.12,1990574080.0
2017-03-24 13:20:00,000300,3463.37,3464.36,3464.36,3462.46,180411.32,1804115968.0
2017-03-24 13:15:00,000300,3464.74,3463.54,3464.9,3463.38,150580.94,1505812480.0
2017-03-24 13:10:00,000300,3464.38,3465.02,3465.23,3464.1,150985.64,1509859328.0
2017-03-24 13:05:00,000300,3466.6,3464.84,3466.6,3464.07,187288.52,1872887808.0
2017-03-24 11:30:00,000300,3466.45,3466.76,3467.06,3465.73,167707.96,1677082624.0
2017-03-24 11:25:00,000300,3468.91,3466.76,3469.06,3466.26,171562.76,1715630080.0
2017-03-24 11:20:00,000300,3470.95,3468.99,3471.02,3468.47,162931.2,1629315072.0
2017-03-24 11:15:00,000300,3471.33,3471.22,3471.74,3470.52,159600.34,1596006400.0
2017-03-24 11:10:00,000300,3470.16,3471.19,3471.47,3469.85,151573.78,1515741184.0
2017-03-24 11:05:00,000300,3469.21,3469.95,3470.55,3469.1,150028.4,1500286976.0
2017-03-24 11:00:00,000300,3469.16,3469.11,3469.65,3468.77,172318.84,1723191296.0
2017-03-24 10:55:00,000300,3471.21,3469.48,3471.67,3469.37,181985.0,1819852800.0
2017-03-24 10:50:00,000300,3472.69,3471.23,3472.69,3471.11,214112.8,2141130752.0
2017-03-24 10:45:00,000300,3472.79,3472.44,3473.48,3472.19,207810.68,2078109696.0
2017-03-24 10:40:00,000300,3474.12,3472.48,3474.42,3472.39,211294.72,2112950272.0
2017-03-24 10:35:00,000300,3472.38,3473.99,3475.26,3472.38,319108.0,3191083008.0
2017-03-24 10:30:00,000300,3469.76,3472.07,3472.4,3469.05,314587.26,3145875456.0
2017-03-24 10:25:00,000300,3471.41,3469.48,3471.62,3469.48,265506.08,2655064064.0
